ANO,FILTRO,CONTEUDO,CHAVE,VALOR
2021,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,52.115
2021,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,189.821
2021,Unidade da Federação,Nascim p/ocorrênc,São Paulo,526.339
2021,Unidade da Federação,Nascim p/ocorrênc,Paraná,142.197
2021,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,96.248
2021,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,124.349
2021,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,41.800
2021,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,57.900
2021,Unidade da Federação,Nascim p/ocorrênc,Goiás,78.369
2021,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,51.227
2020,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.730.145
2020,Unidade da Federação,Nascim p/ocorrênc,Rondônia,25.645
2020,Unidade da Federação,Nascim p/ocorrênc,Acre,15.945
2020,Unidade da Federação,Nascim p/ocorrênc,Amazonas,75.073
2020,Unidade da Federação,Nascim p/ocorrênc,Roraima,13.738
2020,Unidade da Federação,Nascim p/ocorrênc,Pará,130.999
2020,Unidade da Federação,Nascim p/ocorrênc,Amapá,15.995
2020,Unidade da Federação,Nascim p/ocorrênc,Tocantins,23.472
2020,Unidade da Federação,Nascim p/ocorrênc,Maranhão,103.756
2020,Unidade da Federação,Nascim p/ocorrênc,Piauí,47.865
2020,Unidade da Federação,Nascim p/ocorrênc,Ceará,121.891
2020,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,44.084
2020,Unidade da Federação,Nascim p/ocorrênc,Paraíba,56.125
2020,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,130.272
2020,Unidade da Federação,Nascim p/ocorrênc,Alagoas,48.095
2020,Unidade da Federação,Nascim p/ocorrênc,Sergipe,32.805
2020,Unidade da Federação,Nascim p/ocorrênc,Bahia,186.103
2020,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,246.922
2020,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,53.407
2020,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,199.066
2020,Unidade da Federação,Nascim p/ocorrênc,São Paulo,553.437
2020,Unidade da Federação,Nascim p/ocorrênc,Paraná,146.471
2020,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,97.754
2020,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,130.600
2020,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,40.870
2020,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,57.012
2020,Unidade da Federação,Nascim p/ocorrênc,Goiás,80.255
2020,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,52.488
2019,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.849.146
2019,Unidade da Federação,Nascim p/ocorrênc,Rondônia,26.937
2019,Unidade da Federação,Nascim p/ocorrênc,Acre,17.048
2019,Unidade da Federação,Nascim p/ocorrênc,Amazonas,77.098
2019,Unidade da Federação,Nascim p/ocorrênc,Roraima,14.586
2019,Unidade da Federação,Nascim p/ocorrênc,Pará,136.064
2019,Unidade da Federação,Nascim p/ocorrênc,Amapá,16.902
2019,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.034
2019,Unidade da Federação,Nascim p/ocorrênc,Maranhão,111.336
2019,Unidade da Federação,Nascim p/ocorrênc,Piauí,50.464
2019,Unidade da Federação,Nascim p/ocorrênc,Ceará,129.158
2019,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,44.623
2019,Unidade da Federação,Nascim p/ocorrênc,Paraíba,57.413
2019,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,134.419
2019,Unidade da Federação,Nascim p/ocorrênc,Alagoas,49.638
2019,Unidade da Federação,Nascim p/ocorrênc,Sergipe,33.724
2019,Unidade da Federação,Nascim p/ocorrênc,Bahia,195.050
2019,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,256.456
2019,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,54.491
2019,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,207.964
2019,Unidade da Federação,Nascim p/ocorrênc,São Paulo,584.621
2019,Unidade da Federação,Nascim p/ocorrênc,Paraná,153.564
2019,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,97.775
2019,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,134.575
2019,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,43.241
2019,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,58.848
2019,Unidade da Federação,Nascim p/ocorrênc,Goiás,83.649
2019,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,55.468
2018,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.944.932
2018,Unidade da Federação,Nascim p/ocorrênc,Rondônia,28.093
2018,Unidade da Federação,Nascim p/ocorrênc,Acre,17.264
2018,Unidade da Federação,Nascim p/ocorrênc,Amazonas,77.534
2018,Unidade da Federação,Nascim p/ocorrênc,Roraima,13.315
2018,Unidade da Federação,Nascim p/ocorrênc,Pará,139.442
2018,Unidade da Federação,Nascim p/ocorrênc,Amapá,17.440
2018,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.942
2018,Unidade da Federação,Nascim p/ocorrênc,Maranhão,115.158
2018,Unidade da Federação,Nascim p/ocorrênc,Piauí,52.248
2018,Unidade da Federação,Nascim p/ocorrênc,Ceará,131.540
2018,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,48.641
2018,Unidade da Federação,Nascim p/ocorrênc,Paraíba,60.092
2018,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,139.057
2018,Unidade da Federação,Nascim p/ocorrênc,Alagoas,52.004
2018,Unidade da Federação,Nascim p/ocorrênc,Sergipe,35.455
2018,Unidade da Federação,Nascim p/ocorrênc,Bahia,203.396
2018,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,263.067
2018,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,56.337
2018,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,220.495
2018,Unidade da Federação,Nascim p/ocorrênc,São Paulo,607.702
2018,Unidade da Federação,Nascim p/ocorrênc,Paraná,156.227
2018,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,99.395
2018,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,140.052
2018,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,43.767
2018,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,58.548
2018,Unidade da Federação,Nascim p/ocorrênc,Goiás,86.613
2018,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,57.108
2017,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.923.535
2017,Unidade da Federação,Nascim p/ocorrênc,Rondônia,27.523
2017,Unidade da Federação,Nascim p/ocorrênc,Acre,17.033
2017,Unidade da Federação,Nascim p/ocorrênc,Amazonas,77.518
2017,Unidade da Federação,Nascim p/ocorrênc,Roraima,11.710
2017,Unidade da Federação,Nascim p/ocorrênc,Pará,136.592
2017,Unidade da Federação,Nascim p/ocorrênc,Amapá,16.795
2017,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.338
2017,Unidade da Federação,Nascim p/ocorrênc,Maranhão,111.173
2017,Unidade da Federação,Nascim p/ocorrênc,Piauí,51.147
2017,Unidade da Federação,Nascim p/ocorrênc,Ceará,127.853
2017,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,46.709
2017,Unidade da Federação,Nascim p/ocorrênc,Paraíba,57.291
2017,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,136.803
2017,Unidade da Federação,Nascim p/ocorrênc,Alagoas,49.744
2017,Unidade da Federação,Nascim p/ocorrênc,Sergipe,35.061
2017,Unidade da Federação,Nascim p/ocorrênc,Bahia,202.287
2017,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,260.424
2017,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,55.513
2017,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,223.303
2017,Unidade da Federação,Nascim p/ocorrênc,São Paulo,613.299
2017,Unidade da Federação,Nascim p/ocorrênc,Paraná,157.436
2017,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,98.279
2017,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,141.608
2017,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,44.265
2017,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,57.202
2017,Unidade da Federação,Nascim p/ocorrênc,Goiás,85.466
2017,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,57.163
2016,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.857.800
2016,Unidade da Federação,Nascim p/ocorrênc,Rondônia,26.706
2016,Unidade da Federação,Nascim p/ocorrênc,Acre,16.333
2016,Unidade da Federação,Nascim p/ocorrênc,Amazonas,76.208
2016,Unidade da Federação,Nascim p/ocorrênc,Roraima,11.362
2016,Unidade da Federação,Nascim p/ocorrênc,Pará,135.701
2016,Unidade da Federação,Nascim p/ocorrênc,Amapá,16.850
2016,Unidade da Federação,Nascim p/ocorrênc,Tocantins,23.370
2016,Unidade da Federação,Nascim p/ocorrênc,Maranhão,108.537
2016,Unidade da Federação,Nascim p/ocorrênc,Piauí,49.693
2016,Unidade da Federação,Nascim p/ocorrênc,Ceará,126.377
2016,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,45.909
2016,Unidade da Federação,Nascim p/ocorrênc,Paraíba,55.724
2016,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,131.773
2016,Unidade da Federação,Nascim p/ocorrênc,Alagoas,47.380
2016,Unidade da Federação,Nascim p/ocorrênc,Sergipe,33.159
2016,Unidade da Federação,Nascim p/ocorrênc,Bahia,198.214
2016,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,252.961
2016,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,52.991
2016,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,219.174
2016,Unidade da Federação,Nascim p/ocorrênc,São Paulo,602.970
2016,Unidade da Federação,Nascim p/ocorrênc,Paraná,154.636
2016,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,95.466
2016,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,141.446
2016,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,42.009
2016,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,53.346
2016,Unidade da Federação,Nascim p/ocorrênc,Goiás,83.605
2016,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,55.900
2015,Unidade da Federação,Nascim p/ocorrênc,TOTAL,3.017.668
2015,Unidade da Federação,Nascim p/ocorrênc,Rondônia,27.889
2015,Unidade da Federação,Nascim p/ocorrênc,Acre,17.676
2015,Unidade da Federação,Nascim p/ocorrênc,Amazonas,79.531
2015,Unidade da Federação,Nascim p/ocorrênc,Roraima,11.409
2015,Unidade da Federação,Nascim p/ocorrênc,Pará,141.556
2015,Unidade da Federação,Nascim p/ocorrênc,Amapá,17.100
2015,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.609
2015,Unidade da Federação,Nascim p/ocorrênc,Maranhão,115.893
2015,Unidade da Federação,Nascim p/ocorrênc,Piauí,51.716
2015,Unidade da Federação,Nascim p/ocorrênc,Ceará,132.721
2015,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,49.527
2015,Unidade da Federação,Nascim p/ocorrênc,Paraíba,58.828
2015,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,146.209
2015,Unidade da Federação,Nascim p/ocorrênc,Alagoas,51.774
2015,Unidade da Federação,Nascim p/ocorrênc,Sergipe,36.207
2015,Unidade da Federação,Nascim p/ocorrênc,Bahia,204.207
2015,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,267.873
2015,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,56.399
2015,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,237.071
2015,Unidade da Federação,Nascim p/ocorrênc,São Paulo,635.627
2015,Unidade da Federação,Nascim p/ocorrênc,Paraná,160.403
2015,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,97.414
2015,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,148.415
2015,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,43.665
2015,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,56.617
2015,Unidade da Federação,Nascim p/ocorrênc,Goiás,87.673
2015,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,59.659
2014,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.979.259
2014,Unidade da Federação,Nascim p/ocorrênc,Rondônia,27.598
2014,Unidade da Federação,Nascim p/ocorrênc,Acre,17.846
2014,Unidade da Federação,Nascim p/ocorrênc,Amazonas,80.584
2014,Unidade da Federação,Nascim p/ocorrênc,Roraima,11.100
2014,Unidade da Federação,Nascim p/ocorrênc,Pará,141.521
2014,Unidade da Federação,Nascim p/ocorrênc,Amapá,17.566
2014,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.459
2014,Unidade da Federação,Nascim p/ocorrênc,Maranhão,115.235
2014,Unidade da Federação,Nascim p/ocorrênc,Piauí,50.457
2014,Unidade da Federação,Nascim p/ocorrênc,Ceará,128.827
2014,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,48.635
2014,Unidade da Federação,Nascim p/ocorrênc,Paraíba,57.148
2014,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,145.024
2014,Unidade da Federação,Nascim p/ocorrênc,Alagoas,50.888
2014,Unidade da Federação,Nascim p/ocorrênc,Sergipe,36.040
2014,Unidade da Federação,Nascim p/ocorrênc,Bahia,201.338
2014,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,266.425
2014,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,56.194
2014,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,233.681
2014,Unidade da Federação,Nascim p/ocorrênc,São Paulo,627.389
2014,Unidade da Federação,Nascim p/ocorrênc,Paraná,159.380
2014,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,93.285
2014,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,143.440
2014,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,43.588
2014,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,56.386
2014,Unidade da Federação,Nascim p/ocorrênc,Goiás,86.316
2014,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,58.909
2013,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.904.027
2013,Unidade da Federação,Nascim p/ocorrênc,Rondônia,27.160
2013,Unidade da Federação,Nascim p/ocorrênc,Acre,17.719
2013,Unidade da Federação,Nascim p/ocorrênc,Amazonas,78.540
2013,Unidade da Federação,Nascim p/ocorrênc,Roraima,10.797
2013,Unidade da Federação,Nascim p/ocorrênc,Pará,137.634
2013,Unidade da Federação,Nascim p/ocorrênc,Amapá,16.840
2013,Unidade da Federação,Nascim p/ocorrênc,Tocantins,23.688
2013,Unidade da Federação,Nascim p/ocorrênc,Maranhão,112.883
2013,Unidade da Federação,Nascim p/ocorrênc,Piauí,49.013
2013,Unidade da Federação,Nascim p/ocorrênc,Ceará,125.026
2013,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,47.267
2013,Unidade da Federação,Nascim p/ocorrênc,Paraíba,56.671
2013,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,143.215
2013,Unidade da Federação,Nascim p/ocorrênc,Alagoas,51.491
2013,Unidade da Federação,Nascim p/ocorrênc,Sergipe,35.945
2013,Unidade da Federação,Nascim p/ocorrênc,Bahia,200.392
2013,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,258.022
2013,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,53.767
2013,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,224.199
2013,Unidade da Federação,Nascim p/ocorrênc,São Paulo,612.329
2013,Unidade da Federação,Nascim p/ocorrênc,Paraná,155.502
2013,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,89.762
2013,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,141.491
2013,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,41.879
2013,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,52.939
2013,Unidade da Federação,Nascim p/ocorrênc,Goiás,82.262
2013,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,57.594
2012,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.905.789
2012,Unidade da Federação,Nascim p/ocorrênc,Rondônia,26.521
2012,Unidade da Federação,Nascim p/ocorrênc,Acre,17.386
2012,Unidade da Federação,Nascim p/ocorrênc,Amazonas,76.726
2012,Unidade da Federação,Nascim p/ocorrênc,Roraima,10.741
2012,Unidade da Federação,Nascim p/ocorrênc,Pará,136.235
2012,Unidade da Federação,Nascim p/ocorrênc,Amapá,15.924
2012,Unidade da Federação,Nascim p/ocorrênc,Tocantins,23.897
2012,Unidade da Federação,Nascim p/ocorrênc,Maranhão,113.936
2012,Unidade da Federação,Nascim p/ocorrênc,Piauí,50.450
2012,Unidade da Federação,Nascim p/ocorrênc,Ceará,126.856
2012,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,47.528
2012,Unidade da Federação,Nascim p/ocorrênc,Paraíba,56.390
2012,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,143.431
2012,Unidade da Federação,Nascim p/ocorrênc,Alagoas,51.533
2012,Unidade da Federação,Nascim p/ocorrênc,Sergipe,35.815
2012,Unidade da Federação,Nascim p/ocorrênc,Bahia,207.074
2012,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,260.030
2012,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,52.653
2012,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,222.923
2012,Unidade da Federação,Nascim p/ocorrênc,São Paulo,617.816
2012,Unidade da Federação,Nascim p/ocorrênc,Paraná,153.941
2012,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,88.461
2012,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,139.129
2012,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,41.876
2012,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,51.126
2012,Unidade da Federação,Nascim p/ocorrênc,Goiás,81.052
2012,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,56.339
2011,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.913.160
2011,Unidade da Federação,Nascim p/ocorrênc,Rondônia,27.627
2011,Unidade da Federação,Nascim p/ocorrênc,Acre,18.371
2011,Unidade da Federação,Nascim p/ocorrênc,Amazonas,75.776
2011,Unidade da Federação,Nascim p/ocorrênc,Roraima,9.932
2011,Unidade da Federação,Nascim p/ocorrênc,Pará,140.566
2011,Unidade da Federação,Nascim p/ocorrênc,Amapá,16.111
2011,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.646
2011,Unidade da Federação,Nascim p/ocorrênc,Maranhão,118.534
2011,Unidade da Federação,Nascim p/ocorrênc,Piauí,52.890
2011,Unidade da Federação,Nascim p/ocorrênc,Ceará,128.673
2011,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,48.724
2011,Unidade da Federação,Nascim p/ocorrênc,Paraíba,57.860
2011,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,142.614
2011,Unidade da Federação,Nascim p/ocorrênc,Alagoas,53.154
2011,Unidade da Federação,Nascim p/ocorrênc,Sergipe,36.386
2011,Unidade da Federação,Nascim p/ocorrênc,Bahia,212.346
2011,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,259.141
2011,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,52.875
2011,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,220.772
2011,Unidade da Federação,Nascim p/ocorrênc,São Paulo,611.425
2011,Unidade da Federação,Nascim p/ocorrênc,Paraná,152.872
2011,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,87.258
2011,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,137.870
2011,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,41.805
2011,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,51.168
2011,Unidade da Federação,Nascim p/ocorrênc,Goiás,77.903
2011,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,55.861
2010,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.861.868
2010,Unidade da Federação,Nascim p/ocorrênc,Rondônia,25.858
2010,Unidade da Federação,Nascim p/ocorrênc,Acre,16.983
2010,Unidade da Federação,Nascim p/ocorrênc,Amazonas,73.777
2010,Unidade da Federação,Nascim p/ocorrênc,Roraima,9.724
2010,Unidade da Federação,Nascim p/ocorrênc,Pará,139.208
2010,Unidade da Federação,Nascim p/ocorrênc,Amapá,15.946
2010,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.369
2010,Unidade da Federação,Nascim p/ocorrênc,Maranhão,117.179
2010,Unidade da Federação,Nascim p/ocorrênc,Piauí,51.971
2010,Unidade da Federação,Nascim p/ocorrênc,Ceará,128.896
2010,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,48.217
2010,Unidade da Federação,Nascim p/ocorrênc,Paraíba,57.610
2010,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,138.242
2010,Unidade da Federação,Nascim p/ocorrênc,Alagoas,52.812
2010,Unidade da Federação,Nascim p/ocorrênc,Sergipe,35.264
2010,Unidade da Federação,Nascim p/ocorrênc,Bahia,211.195
2010,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,254.438
2010,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,51.615
2010,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,215.437
2010,Unidade da Federação,Nascim p/ocorrênc,São Paulo,602.420
2010,Unidade da Federação,Nascim p/ocorrênc,Paraná,152.009
2010,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,84.423
2010,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,133.424
2010,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,39.805
2010,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,48.822
2010,Unidade da Federação,Nascim p/ocorrênc,Goiás,77.039
2010,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,55.185
2009,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.881.581
2009,Unidade da Federação,Nascim p/ocorrênc,Rondônia,26.081
2009,Unidade da Federação,Nascim p/ocorrênc,Acre,17.395
2009,Unidade da Federação,Nascim p/ocorrênc,Amazonas,75.332
2009,Unidade da Federação,Nascim p/ocorrênc,Roraima,9.676
2009,Unidade da Federação,Nascim p/ocorrênc,Pará,141.786
2009,Unidade da Federação,Nascim p/ocorrênc,Amapá,15.218
2009,Unidade da Federação,Nascim p/ocorrênc,Tocantins,24.766
2009,Unidade da Federação,Nascim p/ocorrênc,Maranhão,121.154
2009,Unidade da Federação,Nascim p/ocorrênc,Piauí,53.560
2009,Unidade da Federação,Nascim p/ocorrênc,Ceará,131.380
2009,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,49.445
2009,Unidade da Federação,Nascim p/ocorrênc,Paraíba,58.740
2009,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,143.397
2009,Unidade da Federação,Nascim p/ocorrênc,Alagoas,54.051
2009,Unidade da Federação,Nascim p/ocorrênc,Sergipe,36.256
2009,Unidade da Federação,Nascim p/ocorrênc,Bahia,217.335
2009,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,251.826
2009,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,51.284
2009,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,216.799
2009,Unidade da Federação,Nascim p/ocorrênc,São Paulo,599.546
2009,Unidade da Federação,Nascim p/ocorrênc,Paraná,149.179
2009,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,83.337
2009,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,133.828
2009,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,39.979
2009,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,48.422
2009,Unidade da Federação,Nascim p/ocorrênc,Goiás,77.549
2009,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,54.260
2008,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.934.828
2008,Unidade da Federação,Nascim p/ocorrênc,Rondônia,26.787
2008,Unidade da Federação,Nascim p/ocorrênc,Acre,18.478
2008,Unidade da Federação,Nascim p/ocorrênc,Amazonas,74.670
2008,Unidade da Federação,Nascim p/ocorrênc,Roraima,10.092
2008,Unidade da Federação,Nascim p/ocorrênc,Pará,149.965
2008,Unidade da Federação,Nascim p/ocorrênc,Amapá,15.838
2008,Unidade da Federação,Nascim p/ocorrênc,Tocantins,25.721
2008,Unidade da Federação,Nascim p/ocorrênc,Maranhão,125.693
2008,Unidade da Federação,Nascim p/ocorrênc,Piauí,55.360
2008,Unidade da Federação,Nascim p/ocorrênc,Ceará,134.063
2008,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,50.246
2008,Unidade da Federação,Nascim p/ocorrênc,Paraíba,60.566
2008,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,145.124
2008,Unidade da Federação,Nascim p/ocorrênc,Alagoas,56.697
2008,Unidade da Federação,Nascim p/ocorrênc,Sergipe,37.826
2008,Unidade da Federação,Nascim p/ocorrênc,Bahia,222.843
2008,Unidade da Federação,Nascim p/ocorrênc,Minas Gerais,259.924
2008,Unidade da Federação,Nascim p/ocorrênc,Espírito Santo,51.674
2008,Unidade da Federação,Nascim p/ocorrênc,Rio de Janeiro,215.992
2008,Unidade da Federação,Nascim p/ocorrênc,São Paulo,602.911
2008,Unidade da Federação,Nascim p/ocorrênc,Paraná,151.039
2008,Unidade da Federação,Nascim p/ocorrênc,Santa Catarina,85.169
2008,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Sul,135.274
2008,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso do Sul,41.045
2008,Unidade da Federação,Nascim p/ocorrênc,Mato Grosso,49.760
2008,Unidade da Federação,Nascim p/ocorrênc,Goiás,77.956
2008,Unidade da Federação,Nascim p/ocorrênc,Distrito Federal,54.115
2007,Unidade da Federação,Nascim p/ocorrênc,TOTAL,2.891.328
2007,Unidade da Federação,Nascim p/ocorrênc,Rondônia,23.007
2007,Unidade da Federação,Nascim p/ocorrênc,Acre,16.568
2007,Unidade da Federação,Nascim p/ocorrênc,Amazonas,73.153
2007,Unidade da Federação,Nascim p/ocorrênc,Roraima,9.581
2007,Unidade da Federação,Nascim p/ocorrênc,Pará,149.157
2007,Unidade da Federação,Nascim p/ocorrênc,Amapá,14.903
2007,Unidade da Federação,Nascim p/ocorrênc,Tocantins,25.089
2007,Unidade da Federação,Nascim p/ocorrênc,Maranhão,124.652
2007,Unidade da Federação,Nascim p/ocorrênc,Piauí,55.805
2007,Unidade da Federação,Nascim p/ocorrênc,Ceará,134.026
2007,Unidade da Federação,Nascim p/ocorrênc,Rio Grande do Norte,48.444
2007,Unidade da Federação,Nascim p/ocorrênc,Paraíba,58.068
2007,Unidade da Federação,Nascim p/ocorrênc,Pernambuco,142.889
2007,Unidade da Federação,Nascim p/ocorrênc,Alagoas,55.722
2007,Unidade da Federação,Nascim p/ocorrênc,Sergipe,36.920
